gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,avg_monthly_spend,n_services,tenure_bucket_1-2y,tenure_bucket_2-4y,tenure_bucket_4-6y,Churn,customerID,sentiment,sentiment_confidence,satisfaction_score,sentiment_negative,sentiment_neutral,sentiment_positive,emotion_satisfaction,emotion_calm,emotion_frustration,emotion_anger,emotion_anxiety,emotion_disappointment,topic_payment_problem,topic_refund_request,topic_subscription_cancellation,topic_security_concern,topic_login_issue,topic_bug_report,topic_performance_issue,topic_data_sync_issue,topic_feature_request,topic_account_suspension
1,0,0,0,1,1,0,20.15,20.15,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,20.15,0,False,False,False,1,1066-JKSGK,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,0,58,1,1,59.9,3505.1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,60.43275862068965,2,False,False,True,0,3638-WEABW,negative,0.6982085108757019,1.6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,49,1,0,59.6,2970.3,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,60.61836734693878,3,False,False,True,0,6322-HRPFA,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,30,1,1,55.3,1530.6,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,51.02,2,False,True,False,0,6865-JZNKO,negative,0.6478806138038635,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,1,47,1,1,99.35,4749.15,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,101.04574468085106,3,False,True,False,1,6467-CHFZW,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,1,1,0,0,30.2,30.2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,30.2,1,False,False,False,1,8665-UTDHZ,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,72,1,1,90.25,6369.45,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,88.46458333333334,6,False,False,True,0,5248-YGIJN,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,1,17,1,1,64.7,1093.1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,64.3,2,True,False,False,1,8773-HHUOZ,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,71,1,1,96.35,6766.95,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,95.30915492957746,4,False,False,True,0,3841-NFECX,negative,0.6982085108757019,1.6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,2,1,1,95.5,181.65,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,90.825,3,False,False,False,0,4929-XIHVW,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,27,1,0,66.15,1874.45,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,69.42407407407407,4,False,True,False,0,6827-IEAUQ,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,1,1,0,20.2,20.2,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,20.2,0,False,False,False,0,7310-EGVHZ,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0,45.25,45.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45.25,0,False,False,False,0,3413-BMNZE,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,72,1,0,99.9,7251.7,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,100.71805555555557,4,False,False,True,0,6234-RAAPL,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,5,1,1,69.7,316.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,63.38,0,False,False,False,1,6047-YHPVI,negative,0.8527788519859314,1.29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,46,1,1,74.8,3548.3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,77.13695652173914,1,False,True,False,0,6572-ADKRS,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,34,1,1,106.35,3549.25,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,104.38970588235294,4,False,True,False,1,5380-WJKOV,negative,0.8527788519859314,1.29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,11,1,1,97.85,1105.4,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,100.4909090909091,3,False,False,False,1,8168-UQWWF,negative,0.7856464385986328,1.43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,10,1,0,49.55,475.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,47.57,1,False,False,False,0,8865-TNMNX,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,70,1,1,69.2,4872.35,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,69.605,3,False,False,True,0,9489-DEDVP,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,17,1,0,20.75,418.25,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,24.602941176470587,0,True,False,False,0,9867-JCZSP,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,63,1,1,79.85,4861.45,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,77.16587301587302,5,False,False,True,0,4671-VJLCL,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,13,1,1,76.2,981.45,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,75.49615384615385,4,True,False,False,0,4080-IIARD,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,49,1,1,84.5,3906.7,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,79.72857142857143,1,False,False,True,0,3714-NTNFO,negative,0.8527788519859314,1.29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,2,1,0,49.25,97.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,48.5,1,False,False,False,0,5948-UJZLF,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,2,1,1,80.65,144.15,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,72.075,1,False,False,False,1,7760-OYPDY,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,52,1,1,79.75,4217.8,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,81.11153846153846,4,False,False,True,0,7639-LIAYI,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,1,69,1,1,64.15,4254.1,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,61.6536231884058,3,False,False,True,0,2954-PIBKO,negative,0.6982085108757019,1.6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,43,1,1,90.25,3838.75,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,89.27325581395348,2,False,True,False,0,8012-SOUDQ,negative,0.8168764710426331,1.37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,15,1,1,99.1,1426.4,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,95.09333333333332,4,True,False,False,1,9420-LOJKX,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,25,1,1,69.5,1752.65,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,70.10600000000001,3,False,True,False,0,6575-SUVOI,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,8,1,1,80.65,633.3,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,79.1625,1,False,False,False,1,7495-OOKFY,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,1,60,1,1,74.85,4456.35,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,74.27250000000001,5,False,False,True,0,4667-QONEA,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,0,18,1,1,95.45,1752.55,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,97.36388888888888,2,True,False,False,1,1658-BYGOY,negative,0.6982085108757019,1.6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,63,1,1,99.65,6311.2,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,100.17777777777778,3,False,False,True,0,8769-KKTPH,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,66,1,1,108.45,7076.35,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,107.21742424242424,5,False,False,True,0,5067-XJQFU,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,34,1,0,24.95,894.3,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,26.302941176470583,0,False,True,False,0,3957-SQXML,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,72,1,1,107.5,7853.7,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,109.07916666666668,4,False,False,True,0,5954-BDFSG,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,47,1,1,100.5,4707.1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,100.15106382978723,3,False,True,False,0,0434-CSFON,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,60,1,1,89.9,5450.7,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,90.845,2,False,False,True,0,1215-FIGMP,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,72,0,0,42.1,2962.0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,41.138888888888886,3,False,False,True,0,0526-SXDJP,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,1,18,1,1,54.4,957.1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,53.172222222222224,2,True,False,False,0,0557-ASKVU,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,9,1,0,94.4,857.25,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,95.25,2,False,False,False,1,5698-BQJOH,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,3,1,1,75.3,244.1,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,81.36666666666666,4,False,False,False,0,5122-CYFXA,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,47,1,1,78.9,3650.35,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,77.66702127659575,1,False,True,False,0,8627-ZYGSZ,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,31,1,0,79.2,2497.2,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,80.55483870967741,5,False,True,False,0,3410-YOQBQ,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,50,1,0,20.15,930.9,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,18.618,0,False,False,True,0,3170-NMYVV,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,10,1,1,79.85,887.35,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,88.735,2,False,False,False,0,7410-OIEDU,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,1,0,49.05,49.05,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,49.05,1,False,False,False,0,2273-QCKXA,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,52,1,1,20.4,1090.65,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,20.974038461538463,0,False,False,True,0,0731-EBJQB,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,64,1,1,111.6,7099.0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,110.921875,5,False,False,True,0,1891-QRQSA,negative,0.6982085108757019,1.6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,62,1,1,24.25,1424.6,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,22.97741935483871,0,False,False,True,0,8028-PNXHQ,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,3,1,1,64.5,177.4,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,59.13333333333333,3,False,False,False,0,5630-AHZIL,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,56,1,0,110.5,6139.5,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,109.63392857142856,5,False,False,True,0,2673-CXQEU,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,46,1,0,55.65,2688.85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,58.45326086956521,1,False,True,False,0,6416-JNVRK,negative,0.6731685400009155,1.65,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,1,1,8,1,0,54.65,482.25,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,60.28125,2,False,False,False,0,5590-ZSKRV,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,30,1,1,74.75,2111.3,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,70.37666666666668,4,False,True,False,0,0191-ZHSKZ,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,45,1,1,25.9,1216.6,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,27.035555555555558,0,False,True,False,0,3887-PBQAO,negative,0.7856464385986328,1.43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,1,1,1,79.35,79.35,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,79.35,1,False,False,False,1,5919-TMRGD,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,11,0,0,50.55,565.35,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,51.39545454545455,3,False,False,False,0,8108-UXRQN,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,7,1,1,75.15,496.9,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,70.98571428571428,1,False,False,False,1,9191-MYQKX,negative,0.5449150800704956,1.91,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,42,1,1,103.8,4327.5,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,103.03571428571428,5,False,True,False,0,9919-YLNNG,negative,0.8326632976531982,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,49,1,1,20.15,973.35,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,19.864285714285717,0,False,False,True,0,0318-ZOPWS,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,9,1,1,99.3,918.75,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,102.08333333333331,3,False,False,False,0,4445-ZJNMU,negative,0.6982085108757019,1.6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,35,1,1,62.15,2215.45,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,63.29857142857142,2,False,True,False,0,4808-YNLEU,negative,0.8009634613990784,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,48,1,0,20.65,1057.0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,22.02083333333333,0,False,True,False,0,1862-QRWPE,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,1,46,1,1,19.95,927.1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,20.15434782608696,0,False,True,False,0,2796-NNUFI,neutral,0.740287721157074,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
